tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values
bo_zzygzdw74n,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682384488000,False,False,r_afpfb9j7,180701
bo_d7fg7rvhk3,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682372188000,True,True,r_9tz7v8fqz3,96320
bo_mphzgtj7bd,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682349690000,True,True,r_52mxq65qrq,90384
bo_b566zv46ef,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1682288790000,True,True,r_ceybqsavlu,38709
bo_8w3dqt9ate,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1682267190000,True,True,r_4fhpqqdlqq,37504
bo_scswnygfs4,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1682213490000,False,False,r_fvsztb7xmg,31428
bo_cuwkpxnpwc,REPLACE_DAMAGED_OR_MISSING_ITEMS,DELIVERED,FULFILLED,MARKETPLACE,1682113374000,False,False,r_cm940srq,10661
bo_c7pu82zq83,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1681957889000,False,False,r_deve81e1dy,30467
bo_utbdvvjhsk,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1681938689000,False,False,r_7y2kn6jc5q,292076
bo_mb7g9cd7be,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1681835424000,False,False,r_499x9c6d,51449
bo_6rwgsrsu74,BACKORDER,PROCESSING,UNFULFILLED,MARKETPLACE,1681835424000,False,False,r_499x9c6d,4564
bo_u53cf6nb9g,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1681818918000,False,False,r_48c3kjccqy,34944
bo_q7y4gkewau,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1681773018000,False,False,r_m94upj3h60,36288
bo_jvhacrvt8u,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1681595018000,True,True,r_g264ekbk8p,56280
bo_cxdfjt4nhb,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1681495418000,True,True,r_3j6jfcpm8u,34191
bo_yu2bp634zt,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1681424880000,False,False,r_cdxdnr1v,57725
bo_ucvpezzugq,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1681423380000,True,True,r_7ecd1cf9,41656
bo_skqpywasd2,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1681416780000,False,False,r_7v02yp2l,35502
bo_kg9ask3qa3,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1681336610000,False,False,r_7ovdnum5sm,32010
bo_4srh26a5bs,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1681316810000,True,True,r_2cezr2p94e,165984
bo_8ajgfr37dq,BACKORDER,CANCELED,CANCELED,ELEVATE,1681316810000,True,True,r_2cezr2p94e,0
bo_n2suyzde2q,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1681315310000,False,False,r_3ec4sy6wcz,51072
bo_5c34ng2mj9,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1681275636000,True,True,r_1509p4v7,37271
bo_j58xgjd4ce,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1681164088000,False,False,r_r8y9tmed4p,41261
bo_8yzp3qwnea,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1681157188000,False,False,r_dj7achu6,36608
bo_77xtgfm3t7,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1681155988000,False,False,r_bzwbtlo2va,35179
